Park,site,year,Alosa pseudoharengus,Ambloplites rupestris,Ameiurus natalis,Ameiurus nebulosus,Anguilla rostrata,Cambarus bartonii,Campostoma anomalum,Carassius auratus,Catostomus commersonii,Catostomus commersonnii,Clinostomus funduloides,Cottus caeruleomentum,Cottus cognatus,Cottus girardi,Cottus spp.,Crayfish,Cyprinella analostana,Cyprinella spiloptera,Desmognathus fuscus,Erimyzon oblongus,Esox niger,Etheostoma blennioides,Etheostoma caeruleum,Etheostoma flabellare,Etheostoma olmstedi,Eurycea bislineata,Exoglossum maxillingua,Faxonius limosus,Faxonius sp.,Faxonius virilis,Fundulus diaphanus,Fundulus heteroclitus,Gambusia affinis,Gambusia holbrooki,Hybognathus regius,Hypentelium nigricans,Ictalurus punctatus,Lampetra aepyptera,Lampetra appendix,Lepomis auritus,Lepomis cyanellus,Lepomis gibbosus,Lepomis hybrid,Lepomis macrochirus,Lepomis megalotis,Lithobates catesbeianus,Lithobates sp.,Luxilus cornutus,Margariscus margarita,Menidia/membras sp.,Micropterus dolomieu,Micropterus salmoides,Moxostoma erythrurum,Nocomis leptocephalus,Nocomis micropogon,Notemigonus crysoleucas,Notropis buccatus,Notropis hudsonius,Notropis procne,Notropis rubellus,Noturus insignis,Oncorhynchus mykiss,Percina peltata,Petromyzon marinus,Pimephales notatus,Procambarus clarkii,Pseudotriton ruber,Rana clamitans,Rana sp.,Rhinichthys atratulus,Rhinichthys cataractae,Salamander,Salmo trutta,Salvelinus fontinalis,Semotilus atromaculatus,Semotilus corporalis,Umbra pygmaea
ROCR,BAKE,2009,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCR,BAKE,2022,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCR,BRBR,2008,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,1,0,0,0,0,0,0
ROCR,BRBR,2019,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,14,0,0,0,0,0,0
ROCR,DUOA,2009,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0
ROCR,DUOA,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,1,0,0
ROCR,FEBR,2008,0,0,55,0,1,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,5,0,0,0,0,370,25,0,0,0,5,0,0
ROCR,FEBR,2019,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,1,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0
ROCR,KLVA,2009,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0
ROCR,KLVA,2019,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,6,0,0
ROCR,LUBR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11,0,0,0,0,0,0
ROCR,LUBR,2019,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,13,0,0
ROCR,NOST,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ROCR,NOST,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
ROCR,PHBR,2008,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,9,0,0
ROCR,PHBR,2019,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,14,0,0,0,12,0,0
ROCR,PYBR,2009,0,0,12,0,57,0,0,0,0,16,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,134,0,0,0,0,176,5,0,0,0,0,0,0
ROCR,PYBR,2019,0,0,0,0,100,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,3,0,0
ROCR,R630,2008,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,2,0,0,0,3,0,0
ROCR,R631,2019,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,19,0,0,0,2,0,0
ROCR,ROC3,2004,0,0,7,0,2,0,0,0,0,61,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,74,0,0,0,0,0,5,0,0,0,0,43,190,0,0,0,0,27,0
ROCR,ROC4,2022,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,73,0,0,0,0,0,0
ROCR,SVPS,2008,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,8,0,0,0,0,0,0
WOTR,CHCK,2012,0,0,5,0,3,0,72,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,83,0,0,0,48,0,0
WOTR,CHCK,2022,0,0,0,0,2,13,3,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,262,45,0,0,0,70,0,0
WOTR,WOTR,2004,0,0,5,0,4,0,0,0,0,28,9,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,164,9,0,0,0,3,0,0
WOTR,WOTR,2006,0,0,1,0,5,0,158,0,0,46,34,0,0,0,0,0,0,28,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,237,22,0,0,0,19,0,0
WOTR,WOTR,2012,0,0,6,0,3,0,101,0,0,30,54,0,0,0,0,0,9,27,0,0,0,0,0,0,41,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,1,0,0,0,33,0,0,0,2,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,0,220,128,0,0,0,70,0,0
WOTR,WOTR,2022,0,0,0,0,0,0,36,0,23,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,4,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,244,28,0,0,0,57,0,0
